DISTRICT,PGM_OF_STUDY CODE,PGM_OF_STUDY EXPLANATION,concentrator_only,completer_only,,
004901,001,ACCOUNTING AND FINANCIAL SERVICES,      23,.,,
004901,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,.,       0,,
004901,003,AGRIBUSINESS,.,       0,,
004901,004,ANIMAL SCIENCE,.,       0,,
004901,005,APPLIED AGRICULTURAL ENGINEERING,       7,       0,,
004901,011,BUSINESS MANAGEMENT,      19,.,,
004901,014,CULINARY ARTS,      68,      11,,
004901,015,CYBERSECURITY,      10,.,,
004901,017,DIGITAL COMMUNICATIONS,      15,.,,
004901,019,EARLY LEARNING,.,       0,,
004901,023,ENTREPRENEURSHIP,       7,       0,,
004901,025,EXERCISE SCIENCE AND WELLNESS,       7,       0,,
004901,026,FAMILY AND COMMUNITY SERVICES,.,       0,,
004901,028,GOVERNMENT AND PUBLIC ADMINISTRATION,.,       0,,
004901,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,      88,      22,,
004901,031,HEALTH INFORMATICS,      38,       0,,
004901,032,HEALTHCARE DIAGNOSTICS,      46,      10,,
004901,033,HEALTHCARE THERAPEUTIC,      46,      10,,
004901,038,LODGING AND RESORT MANAGEMENT,.,       0,,
004901,040,MARKETING AND SALES,.,       0,,
004901,042,NETWORKING SYSTEMS,.,       0,,
004901,043,NURSING SCIENCE,      36,.,,
004901,045,PLANT SCIENCE,.,       0,,
004901,047,PROGRAMMING AND SOFTWARE DEVELOPMENT,      13,      12,,
004901,050,TEACHING AND TRAINING,.,       0,,
004901,051,"TRAVEL, TOURISM, AND ATTRACTIONS",.,       0,,
004901,052,WEB DEVELOPMENT,.,       0,,
004901,059,MEDICAL THERAPY,      29,       9,,
004901,060,WELDING,      22,       9,,
005901,001,ACCOUNTING AND FINANCIAL SERVICES,      16,       0,,
005901,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,       9,       0,,
005901,003,AGRIBUSINESS,.,       0,,
005901,004,ANIMAL SCIENCE,       9,       0,,
005901,005,APPLIED AGRICULTURAL ENGINEERING,      19,       0,,
005901,011,BUSINESS MANAGEMENT,.,       0,,
005901,014,CULINARY ARTS,.,       0,,
005901,015,CYBERSECURITY,      10,       0,,
005901,017,DIGITAL COMMUNICATIONS,      15,.,,
005901,019,EARLY LEARNING,      37,.,,
005901,021,EMERGENCY SERVICES,.,       0,,
005901,023,ENTREPRENEURSHIP,.,       0,,
005901,024,ENVIRONMENTAL AND NATURAL RESOURCES,.,       0,,
005901,025,EXERCISE SCIENCE AND WELLNESS,.,       0,,
005901,026,FAMILY AND COMMUNITY SERVICES,      33,       5,,
005901,027,FOOD AND SCIENCE TECHNOLOGY,.,       0,,
005901,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,      16,       5,,
005901,030,HEALTH AND WELLNESS,      11,.,,
005901,031,HEALTH INFORMATICS,.,       0,,
005901,032,HEALTHCARE DIAGNOSTICS,       5,.,,
005901,033,HEALTHCARE THERAPEUTIC,       5,.,,
005901,037,LEGAL STUDIES,.,       0,,
005901,042,NETWORKING SYSTEMS,.,       0,,
005901,043,NURSING SCIENCE,       5,       0,,
005901,045,PLANT SCIENCE,       6,       0,,
005901,047,PROGRAMMING AND SOFTWARE DEVELOPMENT,       9,       0,,
005901,050,TEACHING AND TRAINING,      44,.,,
005901,052,WEB DEVELOPMENT,.,       0,,
005901,059,MEDICAL THERAPY,.,       0,,
005902,001,ACCOUNTING AND FINANCIAL SERVICES,      12,       0,,
005902,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,.,       0,,
005902,004,ANIMAL SCIENCE,      48,.,,
005902,005,APPLIED AGRICULTURAL ENGINEERING,      54,      17,,
005902,011,BUSINESS MANAGEMENT,       8,       0,,
005902,014,CULINARY ARTS,      23,.,,
005902,015,CYBERSECURITY,       6,       0,,
005902,019,EARLY LEARNING,       5,       0,,
005902,023,ENTREPRENEURSHIP,.,       0,,
005902,024,ENVIRONMENTAL AND NATURAL RESOURCES,      28,       0,,
005902,026,FAMILY AND COMMUNITY SERVICES,      42,       0,,
005902,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,       7,       0,,
005902,030,HEALTH AND WELLNESS,.,       0,,
005902,031,HEALTH INFORMATICS,      63,       0,,
005902,032,HEALTHCARE DIAGNOSTICS,      25,       8,,
005902,033,HEALTHCARE THERAPEUTIC,      25,       8,,
005902,042,NETWORKING SYSTEMS,.,       0,,
005902,043,NURSING SCIENCE,      31,       0,,
005902,045,PLANT SCIENCE,      16,       0,,
005902,047,PROGRAMMING AND SOFTWARE DEVELOPMENT,.,       0,,
005902,050,TEACHING AND TRAINING,       5,       0,,
005902,052,WEB DEVELOPMENT,       6,       0,,
005902,059,MEDICAL THERAPY,      15,.,,
005902,060,WELDING,       6,       0,,
005904,001,ACCOUNTING AND FINANCIAL SERVICES,      15,       0,,
005904,003,AGRIBUSINESS,       5,       0,,
005904,004,ANIMAL SCIENCE,       5,       0,,
005904,005,APPLIED AGRICULTURAL ENGINEERING,      23,      12,,
005904,011,BUSINESS MANAGEMENT,       8,       0,,
005904,019,EARLY LEARNING,.,       0,,
005904,021,EMERGENCY SERVICES,.,       0,,
005904,023,ENTREPRENEURSHIP,.,       0,,
005904,024,ENVIRONMENTAL AND NATURAL RESOURCES,      18,.,,
005904,026,FAMILY AND COMMUNITY SERVICES,      45,.,,
005904,027,FOOD AND SCIENCE TECHNOLOGY,       5,       0,,
005904,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,      10,       0,,
005904,030,HEALTH AND WELLNESS,.,       0,,
005904,031,HEALTH INFORMATICS,.,       0,,
005904,032,HEALTHCARE DIAGNOSTICS,.,       0,,
005904,033,HEALTHCARE THERAPEUTIC,.,       0,,
005904,036,LAW ENFORCEMENT,.,       0,,
005904,043,NURSING SCIENCE,.,       0,,
005904,045,PLANT SCIENCE,      49,       5,,
005904,050,TEACHING AND TRAINING,.,       0,,
005904,059,MEDICAL THERAPY,.,       0,,
006902,003,AGRIBUSINESS,      25,.,,
006902,004,ANIMAL SCIENCE,      16,      16,,
006902,005,APPLIED AGRICULTURAL ENGINEERING,      19,      13,,
006902,014,CULINARY ARTS,.,       0,,
006902,017,DIGITAL COMMUNICATIONS,.,       0,,
006902,019,EARLY LEARNING,.,.,,
006902,024,ENVIRONMENTAL AND NATURAL RESOURCES,.,.,,
006902,025,EXERCISE SCIENCE AND WELLNESS,.,.,,
006902,026,FAMILY AND COMMUNITY SERVICES,      10,.,,
006902,027,FOOD AND SCIENCE TECHNOLOGY,.,.,,
006902,030,HEALTH AND WELLNESS,.,.,,
006902,031,HEALTH INFORMATICS,      15,       0,,
006902,032,HEALTHCARE DIAGNOSTICS,      12,       0,,
006902,033,HEALTHCARE THERAPEUTIC,      12,       0,,
006902,043,NURSING SCIENCE,      11,       0,,
006902,045,PLANT SCIENCE,       5,.,,
006902,050,TEACHING AND TRAINING,.,.,,
006902,059,MEDICAL THERAPY,      12,       0,,
007901,003,AGRIBUSINESS,       9,       0,,
007901,004,ANIMAL SCIENCE,      10,       0,,
007901,005,APPLIED AGRICULTURAL ENGINEERING,      30,      10,,
007901,014,CULINARY ARTS,      15,       0,,
007901,015,CYBERSECURITY,.,       0,,
007901,024,ENVIRONMENTAL AND NATURAL RESOURCES,      13,.,,
007901,027,FOOD AND SCIENCE TECHNOLOGY,       9,       0,,
007901,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,      17,.,,
007901,031,HEALTH INFORMATICS,.,       0,,
007901,032,HEALTHCARE DIAGNOSTICS,.,       0,,
007901,033,HEALTHCARE THERAPEUTIC,.,       0,,
007901,043,NURSING SCIENCE,.,       0,,
007901,045,PLANT SCIENCE,       9,       0,,
007901,059,MEDICAL THERAPY,.,       0,,
007902,001,ACCOUNTING AND FINANCIAL SERVICES,      28,       0,,
007902,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,.,       0,,
007902,003,AGRIBUSINESS,      10,       0,,
007902,004,ANIMAL SCIENCE,      55,.,,
007902,005,APPLIED AGRICULTURAL ENGINEERING,      46,.,,
007902,006,ARCHITECTURAL DESIGN,      23,       0,,
007902,011,BUSINESS MANAGEMENT,       6,       0,,
007902,012,CARPENTRY,      40,.,,
007902,014,CULINARY ARTS,.,       0,,
007902,015,CYBERSECURITY,       6,       0,,
007902,016,DIESEL AND HEAVY EQUIPMENT,.,       0,,
007902,017,DIGITAL COMMUNICATIONS,.,       0,,
007902,019,EARLY LEARNING,      18,.,,
007902,020,ELECTRICAL,.,       0,,
007902,022,ENGINEERING,.,       0,,
007902,023,ENTREPRENEURSHIP,       5,       0,,
007902,024,ENVIRONMENTAL AND NATURAL RESOURCES,      10,       0,,
007902,025,EXERCISE SCIENCE AND WELLNESS,.,       0,,
007902,026,FAMILY AND COMMUNITY SERVICES,      22,.,,
007902,027,FOOD AND SCIENCE TECHNOLOGY,      20,.,,
007902,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,.,       0,,
007902,030,HEALTH AND WELLNESS,.,       0,,
007902,031,HEALTH INFORMATICS,.,       0,,
007902,032,HEALTHCARE DIAGNOSTICS,       5,       0,,
007902,033,HEALTHCARE THERAPEUTIC,       5,       0,,
007902,034,HVAC AND SHEET METAL,       6,.,,
007902,035,INFORMATION TECHNOLOGY SUPPORT AND SERVICES,.,       0,,
007902,036,LAW ENFORCEMENT,.,       0,,
007902,037,LEGAL STUDIES,.,       0,,
007902,039,MANUFACTURING TECHNOLOGY,.,       0,,
007902,040,MARKETING AND SALES,.,       0,,
007902,041,MASONRY,.,       0,,
007902,042,NETWORKING SYSTEMS,       6,       0,,
007902,043,NURSING SCIENCE,       5,       0,,
007902,045,PLANT SCIENCE,      21,       0,,
007902,046,PLUMBING AND PIPEFITTING,.,       0,,
007902,047,PROGRAMMING AND SOFTWARE DEVELOPMENT,.,       0,,
007902,050,TEACHING AND TRAINING,      18,.,,
007902,052,WEB DEVELOPMENT,.,       0,,
007902,054,CONSTRUCTION MANAGEMENT AND INSPECTION,.,       0,,
007902,059,MEDICAL THERAPY,.,       0,,
007902,060,WELDING,.,       0,,
007904,001,ACCOUNTING AND FINANCIAL SERVICES,.,       0,,
007904,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,      16,       0,,
007904,004,ANIMAL SCIENCE,      58,       6,,
007904,005,APPLIED AGRICULTURAL ENGINEERING,      24,       0,,
007904,009,BIO-MEDICAL SCIENCE,.,       0,,
007904,011,BUSINESS MANAGEMENT,.,       0,,
007904,012,CARPENTRY,.,       0,,
007904,014,CULINARY ARTS,      74,       5,,
007904,015,CYBERSECURITY,       8,       0,,
007904,017,DIGITAL COMMUNICATIONS,      22,       7,,
007904,020,ELECTRICAL,.,       0,,
007904,022,ENGINEERING,      11,       0,,
007904,023,ENTREPRENEURSHIP,.,       0,,
007904,024,ENVIRONMENTAL AND NATURAL RESOURCES,      32,.,,
007904,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,      50,      13,,
007904,031,HEALTH INFORMATICS,.,       0,,
007904,032,HEALTHCARE DIAGNOSTICS,      12,       0,,
007904,033,HEALTHCARE THERAPEUTIC,      12,       0,,
007904,034,HVAC AND SHEET METAL,.,       0,,
007904,039,MANUFACTURING TECHNOLOGY,      17,       0,,
007904,041,MASONRY,.,       0,,
007904,042,NETWORKING SYSTEMS,       8,       0,,
007904,043,NURSING SCIENCE,      12,       0,,
007904,045,PLANT SCIENCE,      14,       0,,
007904,046,PLUMBING AND PIPEFITTING,      21,.,,
007904,047,PROGRAMMING AND SOFTWARE DEVELOPMENT,.,       0,,
007904,050,TEACHING AND TRAINING,.,       0,,
007904,052,WEB DEVELOPMENT,      12,       0,,
007904,059,MEDICAL THERAPY,.,       0,,
007904,060,WELDING,      19,      10,,
007905,001,ACCOUNTING AND FINANCIAL SERVICES,       6,       0,,
007905,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,.,       0,,
007905,003,AGRIBUSINESS,      49,.,,
007905,004,ANIMAL SCIENCE,      69,       8,,
007905,005,APPLIED AGRICULTURAL ENGINEERING,     141,      29,,
007905,011,BUSINESS MANAGEMENT,.,       0,,
007905,012,CARPENTRY,.,       0,,
007905,014,CULINARY ARTS,      45,      11,,
007905,015,CYBERSECURITY,      29,.,,
007905,017,DIGITAL COMMUNICATIONS,      45,.,,
007905,019,EARLY LEARNING,.,.,,
007905,021,EMERGENCY SERVICES,.,       0,,
007905,022,ENGINEERING,      13,       0,,
007905,024,ENVIRONMENTAL AND NATURAL RESOURCES,      47,       6,,
007905,026,FAMILY AND COMMUNITY SERVICES,      51,.,,
007905,027,FOOD AND SCIENCE TECHNOLOGY,      20,.,,
007905,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,      18,.,,
007905,030,HEALTH AND WELLNESS,.,       0,,
007905,031,HEALTH INFORMATICS,      83,       0,,
007905,032,HEALTHCARE DIAGNOSTICS,      79,      22,,
007905,033,HEALTHCARE THERAPEUTIC,      79,      22,,
007905,035,INFORMATION TECHNOLOGY SUPPORT AND SERVICES,      40,.,,
007905,036,LAW ENFORCEMENT,      39,      12,,
007905,037,LEGAL STUDIES,.,       0,,
007905,038,LODGING AND RESORT MANAGEMENT,       5,       0,,
007905,042,NETWORKING SYSTEMS,      40,.,,
007905,043,NURSING SCIENCE,      92,       7,,
007905,045,PLANT SCIENCE,      69,      14,,
007905,047,PROGRAMMING AND SOFTWARE DEVELOPMENT,.,       0,,
007905,049,RENEWABLE ENERGY,      13,       0,,
007905,050,TEACHING AND TRAINING,.,.,,
007905,051,"TRAVEL, TOURISM, AND ATTRACTIONS",       5,       0,,
007905,052,WEB DEVELOPMENT,      44,.,,
007905,059,MEDICAL THERAPY,      69,      17,,
007906,001,ACCOUNTING AND FINANCIAL SERVICES,       5,.,,
007906,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,.,       0,,
007906,003,AGRIBUSINESS,      23,       5,,
007906,004,ANIMAL SCIENCE,      48,      13,,
007906,005,APPLIED AGRICULTURAL ENGINEERING,      67,      37,,
007906,007,AUTOMOTIVE,      31,       5,,
007906,011,BUSINESS MANAGEMENT,      20,.,,
007906,013,COSMETOLOGY AND PERSONAL CARE SERVICES,      26,      10,,
007906,014,CULINARY ARTS,      23,      10,,
007906,015,CYBERSECURITY,      14,       0,,
007906,017,DIGITAL COMMUNICATIONS,.,       0,,
007906,019,EARLY LEARNING,.,       0,,
007906,021,EMERGENCY SERVICES,.,       0,,
007906,022,ENGINEERING,.,       0,,
007906,023,ENTREPRENEURSHIP,       5,.,,
007906,024,ENVIRONMENTAL AND NATURAL RESOURCES,      33,       6,,
007906,025,EXERCISE SCIENCE AND WELLNESS,.,       0,,
007906,026,FAMILY AND COMMUNITY SERVICES,       8,       0,,
007906,027,FOOD AND SCIENCE TECHNOLOGY,      29,.,,
007906,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,      34,       0,,
007906,031,HEALTH INFORMATICS,      41,       0,,
007906,032,HEALTHCARE DIAGNOSTICS,      41,       6,,
007906,033,HEALTHCARE THERAPEUTIC,      34,      13,,
007906,035,INFORMATION TECHNOLOGY SUPPORT AND SERVICES,.,       0,,
007906,036,LAW ENFORCEMENT,.,       0,,
007906,037,LEGAL STUDIES,.,       0,,
007906,042,NETWORKING SYSTEMS,      13,       0,,
007906,043,NURSING SCIENCE,      40,       5,,
007906,045,PLANT SCIENCE,      29,.,,
007906,050,TEACHING AND TRAINING,      21,       6,,
007906,052,WEB DEVELOPMENT,      19,.,,
007906,059,MEDICAL THERAPY,      43,       0,,
007906,065,RETAIL MANAGEMENT,.,       0,,
008901,001,ACCOUNTING AND FINANCIAL SERVICES,      50,.,,
008901,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,.,       0,,
008901,003,AGRIBUSINESS,      48,.,,
008901,004,ANIMAL SCIENCE,      40,       8,,
008901,005,APPLIED AGRICULTURAL ENGINEERING,      78,       6,,
008901,007,AUTOMOTIVE,      35,      18,,
008901,011,BUSINESS MANAGEMENT,      54,.,,
008901,012,CARPENTRY,      44,       0,,
008901,014,CULINARY ARTS,       5,       0,,
008901,015,CYBERSECURITY,       5,       0,,
008901,017,DIGITAL COMMUNICATIONS,      18,.,,
008901,019,EARLY LEARNING,      93,      20,,
008901,020,ELECTRICAL,.,       0,,
008901,021,EMERGENCY SERVICES,.,       0,,
008901,022,ENGINEERING,      14,       0,,
008901,023,ENTREPRENEURSHIP,      41,       5,,
008901,024,ENVIRONMENTAL AND NATURAL RESOURCES,      10,       0,,
008901,025,EXERCISE SCIENCE AND WELLNESS,       6,       0,,
008901,026,FAMILY AND COMMUNITY SERVICES,      88,      23,,
008901,027,FOOD AND SCIENCE TECHNOLOGY,       6,       0,,
008901,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,      27,.,,
008901,030,HEALTH AND WELLNESS,      39,       8,,
008901,031,HEALTH INFORMATICS,      27,       0,,
008901,032,HEALTHCARE DIAGNOSTICS,      20,.,,
008901,033,HEALTHCARE THERAPEUTIC,      20,.,,
008901,034,HVAC AND SHEET METAL,.,       0,,
008901,035,INFORMATION TECHNOLOGY SUPPORT AND SERVICES,.,       0,,
008901,036,LAW ENFORCEMENT,      17,       0,,
008901,037,LEGAL STUDIES,.,       0,,
008901,040,MARKETING AND SALES,      13,       6,,
008901,041,MASONRY,.,       0,,
008901,042,NETWORKING SYSTEMS,.,       0,,
008901,043,NURSING SCIENCE,      20,.,,
008901,044,OIL AND GAS EXPLORATION AND PRODUCTION,.,       0,,
008901,045,PLANT SCIENCE,     105,      21,,
008901,046,PLUMBING AND PIPEFITTING,.,       0,,
008901,047,PROGRAMMING AND SOFTWARE DEVELOPMENT,.,       0,,
008901,050,TEACHING AND TRAINING,      59,      63,,
008901,051,"TRAVEL, TOURISM, AND ATTRACTIONS",      13,       0,,
008901,052,WEB DEVELOPMENT,.,       0,,
008901,054,CONSTRUCTION MANAGEMENT AND INSPECTION,.,       0,,
008901,059,MEDICAL THERAPY,      18,       0,,
008902,001,ACCOUNTING AND FINANCIAL SERVICES,.,       0,,
008902,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,.,       0,,
008902,003,AGRIBUSINESS,      24,.,,
008902,004,ANIMAL SCIENCE,      12,.,,
008902,005,APPLIED AGRICULTURAL ENGINEERING,      10,.,,
008902,007,AUTOMOTIVE,      37,      16,,
008902,011,BUSINESS MANAGEMENT,.,       0,,
008902,014,CULINARY ARTS,      48,      13,,
008902,017,DIGITAL COMMUNICATIONS,      27,       0,,
008902,019,EARLY LEARNING,.,.,,
008902,022,ENGINEERING,      67,      27,,
008902,023,ENTREPRENEURSHIP,.,       0,,
008902,024,ENVIRONMENTAL AND NATURAL RESOURCES,       7,       0,,
008902,025,EXERCISE SCIENCE AND WELLNESS,.,       0,,
008902,026,FAMILY AND COMMUNITY SERVICES,      31,.,,
008902,027,FOOD AND SCIENCE TECHNOLOGY,.,       0,,
008902,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,      28,.,,
008902,030,HEALTH AND WELLNESS,       9,       0,,
008902,031,HEALTH INFORMATICS,      15,       0,,
008902,032,HEALTHCARE DIAGNOSTICS,      26,       7,,
008902,033,HEALTHCARE THERAPEUTIC,      26,       7,,
008902,037,LEGAL STUDIES,.,       0,,
008902,039,MANUFACTURING TECHNOLOGY,.,       0,,
008902,040,MARKETING AND SALES,.,       0,,
008902,043,NURSING SCIENCE,      26,       0,,
008902,045,PLANT SCIENCE,      61,.,,
008902,046,PLUMBING AND PIPEFITTING,       5,       0,,
008902,050,TEACHING AND TRAINING,      15,.,,
008902,051,"TRAVEL, TOURISM, AND ATTRACTIONS",.,       0,,
008902,059,MEDICAL THERAPY,      18,       5,,
008902,060,WELDING,      14,.,,
008903,001,ACCOUNTING AND FINANCIAL SERVICES,      49,       0,,
008903,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,.,       0,,
008903,003,AGRIBUSINESS,      12,.,,
008903,004,ANIMAL SCIENCE,      29,.,,
008903,005,APPLIED AGRICULTURAL ENGINEERING,      43,      12,,
008903,011,BUSINESS MANAGEMENT,      33,       0,,
008903,015,CYBERSECURITY,       5,       0,,
008903,019,EARLY LEARNING,.,       0,,
008903,022,ENGINEERING,.,       0,,
008903,023,ENTREPRENEURSHIP,      29,       0,,
008903,024,ENVIRONMENTAL AND NATURAL RESOURCES,      44,.,,
008903,025,EXERCISE SCIENCE AND WELLNESS,.,       0,,
008903,026,FAMILY AND COMMUNITY SERVICES,.,       0,,
008903,027,FOOD AND SCIENCE TECHNOLOGY,.,       0,,
008903,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,      16,       0,,
008903,031,HEALTH INFORMATICS,      29,       0,,
008903,032,HEALTHCARE DIAGNOSTICS,      20,       9,,
008903,033,HEALTHCARE THERAPEUTIC,      20,       9,,
008903,039,MANUFACTURING TECHNOLOGY,.,       0,,
008903,040,MARKETING AND SALES,       5,       0,,
008903,042,NETWORKING SYSTEMS,       6,       0,,
008903,043,NURSING SCIENCE,      28,       0,,
008903,045,PLANT SCIENCE,      50,.,,
008903,047,PROGRAMMING AND SOFTWARE DEVELOPMENT,.,       0,,
008903,050,TEACHING AND TRAINING,.,       0,,
008903,052,WEB DEVELOPMENT,.,       0,,
008903,059,MEDICAL THERAPY,      27,       0,,
009901,001,ACCOUNTING AND FINANCIAL SERVICES,      24,      11,,
009901,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,       7,       0,,
009901,003,AGRIBUSINESS,.,       6,,
009901,004,ANIMAL SCIENCE,      43,.,,
009901,005,APPLIED AGRICULTURAL ENGINEERING,      25,.,,
009901,011,BUSINESS MANAGEMENT,      17,      14,,
009901,017,DIGITAL COMMUNICATIONS,       6,       0,,
009901,019,EARLY LEARNING,      57,       0,,
009901,021,EMERGENCY SERVICES,       7,.,,
009901,023,ENTREPRENEURSHIP,      19,.,,
009901,024,ENVIRONMENTAL AND NATURAL RESOURCES,.,       0,,
009901,025,EXERCISE SCIENCE AND WELLNESS,.,       0,,
009901,026,FAMILY AND COMMUNITY SERVICES,     106,      53,,
009901,027,FOOD AND SCIENCE TECHNOLOGY,.,       0,,
009901,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,      37,       8,,
009901,030,HEALTH AND WELLNESS,      15,       0,,
009901,031,HEALTH INFORMATICS,      25,       0,,
009901,032,HEALTHCARE DIAGNOSTICS,      14,       8,,
009901,033,HEALTHCARE THERAPEUTIC,      14,       8,,
009901,037,LEGAL STUDIES,.,       0,,
009901,043,NURSING SCIENCE,      21,       0,,
009901,045,PLANT SCIENCE,      20,.,,
009901,046,PLUMBING AND PIPEFITTING,.,       0,,
009901,050,TEACHING AND TRAINING,      50,      10,,
009901,059,MEDICAL THERAPY,      21,       0,,
009901,060,WELDING,      23,       8,,
010901,003,AGRIBUSINESS,       5,.,,
010901,004,ANIMAL SCIENCE,       9,       5,,
010901,005,APPLIED AGRICULTURAL ENGINEERING,      13,       7,,
010901,011,BUSINESS MANAGEMENT,.,       0,,
010901,014,CULINARY ARTS,      22,      10,,
010901,024,ENVIRONMENTAL AND NATURAL RESOURCES,       5,       0,,
010901,027,FOOD AND SCIENCE TECHNOLOGY,       5,       0,,
010901,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,.,       0,,
